"Location","Phase","Trap","Base","Cheese","Charm","Mouse","Loot","Qty","Sample"
"Fungal Cavern","-","-","-","-","-","Crystal Observer","Cave Gemstone Egg",0.5333333333333333,15
"Fungal Cavern","-","-","-","-","-","Crystal Queen","Cave Gemstone Egg",0.56,25
"Fungal Cavern","-","-","-","-","-","Diamondhide","Cave Diamond Egg",1,2
"Fungal Cavern","-","-","-","-","-","Floating Spore","Fungal Egg",0.3055555555555556,36
"Fungal Cavern","-","-","-","-","-","Funglore","Fungal Egg",0.23404255319148937,47
"Fungal Cavern","-","-","-","-","-","Huntereater","Cave Diamond Egg",1,10
"Fungal Cavern","-","-","-","-","-","Lumahead","Fungal Egg",0.36,50
"Fungal Cavern","-","-","-","-","-","Mouldy Mole","Fungal Egg",0.2727272727272727,11
"Fungal Cavern","-","-","-","-","-","Mush","Fungal Egg",0.37209302325581395,43
"Fungal Cavern","-","-","-","-","-","Mushroom Sprite","Fungal Egg",0.43478260869565216,23
"Fungal Cavern","-","-","-","-","-","Quillback","Fungal Egg",0.17073170731707318,41
"Fungal Cavern","-","-","-","-","-","Spiked Burrower","Fungal Egg",0.36,25
"Fungal Cavern","-","-","-","-","-","Spore Muncher","Fungal Egg",0.2,10
"Fungal Cavern","-","-","-","-","-","Sporeticus","Fungal Egg",0.2857142857142857,7
"-","-","-","-","-","Enerchi Charm","-","Enerchi Egg",1,326
"Gnawnian Express Station","-","-","-","-","-","Angry Train Staff","Gnawnian Express Egg",0.20833333333333334,24
"Gnawnian Express Station","-","-","-","-","-","Automorat","Gnawnian Express Egg",0.1111111111111111,9
"Gnawnian Express Station","-","-","-","-","-","Bartender","Gnawnian Express Egg",0.1111111111111111,9
"Gnawnian Express Station","-","-","-","-","-","Black Powder Thief","Gnawnian Express Egg",0.1,10
"Gnawnian Express Station","-","-","-","-","-","Cannonball","Gnawnian Express Egg",0.6,5
"Gnawnian Express Station","-","-","-","-","-","Crate Camo","Gnawnian Express Egg",0.15789473684210525,19
"Gnawnian Express Station","-","-","-","-","-","Cute Crate Carrier","Gnawnian Express Egg",0.16666666666666666,18
"Gnawnian Express Station","-","-","-","-","-","Dangerous Duo","Gnawnian Express Egg",0.1,10
"Gnawnian Express Station","-","-","-","-","-","Farrier","Gnawnian Express Egg",1,1
"Gnawnian Express Station","-","-","-","-","-","Fuel","Gnawnian Express Egg",0.05263157894736842,19
"Gnawnian Express Station","-","-","-","-","-","Hookshot","Gnawnian Express Egg",0.16666666666666666,6
"Gnawnian Express Station","-","-","-","-","-","Magmatic Crystal Thief","Gnawnian Express Egg",0.125,16
"Gnawnian Express Station","-","-","-","-","-","Magmatic Golem","Gnawnian Express Egg",0.3333333333333333,6
"Gnawnian Express Station","-","-","-","-","-","Mouse With No Name","Gnawnian Express Egg",0.16666666666666666,18
"Gnawnian Express Station","-","-","-","-","-","Mysterious Traveller","Gnawnian Express Egg",0.27586206896551724,29
"Gnawnian Express Station","-","-","-","-","-","Parlour Player","Gnawnian Express Egg",0.14285714285714285,7
"Gnawnian Express Station","-","-","-","-","-","Passenger","Gnawnian Express Egg",0.25,24
"Gnawnian Express Station","-","-","-","-","-","Photographer","Gnawnian Express Egg",0.13636363636363635,22
"Gnawnian Express Station","-","-","-","-","-","Sharpshooter","Gnawnian Express Egg",0.15384615384615385,13
"Gnawnian Express Station","-","-","-","-","-","Steel Horse Rider","Gnawnian Express Egg",0.125,8
"Gnawnian Express Station","-","-","-","-","-","Stoutgear","Gnawnian Express Egg",0.25,4
"Gnawnian Express Station","-","-","-","-","-","Stowaway","Gnawnian Express Egg",0.1111111111111111,9
"Gnawnian Express Station","-","-","-","-","-","Stuffy Banker","Gnawnian Express Egg",0.3333333333333333,6
"Gnawnian Express Station","-","-","-","-","-","Supply Hoarder","Gnawnian Express Egg",0.25,12
"Gnawnian Express Station","-","-","-","-","-","Train Conductor","Gnawnian Express Egg",0.21052631578947367,19
"Gnawnian Express Station","-","-","-","-","-","Train Engineer","Gnawnian Express Egg",0.07407407407407407,27
"Gnawnian Express Station","-","-","-","-","-","Travelling Barber","Gnawnian Express Egg",0.3333333333333333,21
"Gnawnian Express Station","-","-","-","-","-","Upper Class Lady","Gnawnian Express Egg",0.14285714285714285,7
"Gnawnian Express Station","-","-","-","-","-","Warehouse Manager","Gnawnian Express Egg",0.3333333333333333,3
"Slushy Shoreline","-","-","-","-","-","Living Ice","Slushy Shoreline Egg",0.5,2
"Slushy Shoreline","-","-","-","-","-","Snow Bowler","Slushy Shoreline Egg",0.3333333333333333,3
"King's Gauntlet","-","-","-","-","-","Bandit","Valour Egg",0.08333333333333333,24
"King's Gauntlet","-","-","-","-","-","Berserker","Valour Egg",0.19047619047619047,21
"Tournament Hall","-","-","-","-","-","Gold","Valour Egg",0.5,2
"King's Arms","-","-","-","-","-","Pugilist","Valour Egg",0.25,4
