"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Bristle Woods Rift","Runic Laboratory","Brie String","-","5.12%","Portal Paladin",2246
"Bristle Woods Rift","Runic Laboratory","Brie String","-","4.94%","Skeletal Champion",2246
"Bristle Woods Rift","Runic Laboratory","Brie String","-","2.05%","Harbinger of Death",2246
"Bristle Woods Rift","Runic Laboratory","Brie String","-","0.71%","Portal Pursuer",2246
"Bristle Woods Rift","Security","Brie String","-","89.49%","Skeletal Champion",913
"Bristle Woods Rift","Security","Brie String","-","4.16%","Vigilant Ward",913
"Bristle Woods Rift","Security","Brie String","-","3.29%","Timelost Thaumaturge",913
"Bristle Woods Rift","Security","Brie String","-","1.86%","Shackled Servant",913
"Bristle Woods Rift","Security","Brie String","-","1.20%","Portal Pursuer",913
"Bristle Woods Rift","Timewarp","Brie String","-","40.85%","Dread Knight",1743
"Bristle Woods Rift","Timewarp","Brie String","-","37.92%","Sentient Slime",1743
"Bristle Woods Rift","Timewarp","Brie String","-","7.97%","Carrion Medium",1743
"Bristle Woods Rift","Timewarp","Brie String","-","6.14%","Skeletal Champion",1743
"Bristle Woods Rift","Timewarp","Brie String","-","4.19%","Portal Paladin",1743
"Bristle Woods Rift","Timewarp","Brie String","-","2.18%","Timeless Lich",1743
"Bristle Woods Rift","Timewarp","Brie String","-","0.75%","Portal Pursuer",1743
"Bristle Woods Rift","Ancient Lab","Swiss String","-","26.26%","Portal Plunderer",2155
"Bristle Woods Rift","Ancient Lab","Swiss String","-","26.03%","Clockwork Timespinner",2155
"Bristle Woods Rift","Ancient Lab","Swiss String","-","16.57%","Record Keeper",2155
"Bristle Woods Rift","Ancient Lab","Swiss String","-","8.96%","Skeletal Champion",2155
"Bristle Woods Rift","Ancient Lab","Swiss String","-","8.03%","Record Keeper's Assistant",2155
"Bristle Woods Rift","Ancient Lab","Swiss String","-","6.26%","Portal Paladin",2155
"Bristle Woods Rift","Ancient Lab","Swiss String","-","5.66%","Sentient Slime",2155
"Bristle Woods Rift","Ancient Lab","Swiss String","-","1.81%","Dread Knight",2155
"Bristle Woods Rift","Ancient Lab","Swiss String","-","0.42%","Portal Pursuer",2155
"Bristle Woods Rift","Gearworks","Swiss String","-","23.72%","Sentient Slime",704
"Bristle Woods Rift","Gearworks","Swiss String","-","19.18%","Record Keeper's Assistant",704
"Bristle Woods Rift","Gearworks","Swiss String","-","16.19%","Record Keeper",704
"Bristle Woods Rift","Gearworks","Swiss String","-","15.48%","Skeletal Champion",704
"Bristle Woods Rift","Gearworks","Swiss String","-","8.52%","Portal Paladin",704
"Bristle Woods Rift","Gearworks","Swiss String","-","8.24%","Dread Knight",704
"Bristle Woods Rift","Gearworks","Swiss String","-","5.40%","Clockwork Timespinner",704
"Bristle Woods Rift","Gearworks","Swiss String","-","3.27%","Portal Plunderer",704
"Bristle Woods Rift","Runic Laboratory","Swiss String","-","42.94%","Sentient Slime",170
"Bristle Woods Rift","Runic Laboratory","Swiss String","-","24.12%","Dread Knight",170
"Bristle Woods Rift","Runic Laboratory","Swiss String","-","18.24%","Vigilant Ward",170
"Bristle Woods Rift","Runic Laboratory","Swiss String","-","5.29%","Skeletal Champion",170
"Bristle Woods Rift","Runic Laboratory","Swiss String","-","4.12%","Shackled Servant",170
"Bristle Woods Rift","Runic Laboratory","Swiss String","-","3.53%","Harbinger of Death",170
"Bristle Woods Rift","Runic Laboratory","Swiss String","-","1.76%","Portal Paladin",170
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","31.69%","Dread Knight",3660
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","13.06%","Vigilant Ward",3660
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","9.40%","Absolute Acolyte",3660
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","9.15%","Timelost Thaumaturge",3660
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","7.98%","Shackled Servant",3660
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","7.76%","Portal Paladin",3660
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","7.40%","Timeslither Pythoness",3660
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","5.11%","Harbinger of Death",3660
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","5.08%","Carrion Medium",3660
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","2.51%","Timeless Lich",3660
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","0.55%","Chronomaster",3660
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","0.30%","Portal Pursuer",3660
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","21.59%","Epoch Golem",176
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","20.45%","Portal Plunderer",176
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","14.20%","Dread Knight",176
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","13.07%","Record Keeper's Assistant",176
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","10.23%","Clockwork Timespinner",176
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","10.23%","Record Keeper",176
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","5.11%","Portal Paladin",176
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","3.98%","Sentient Slime",176
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","1.14%","Harbinger of Death",176
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","26.04%","Timelost Thaumaturge",169
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","17.75%","Chamber Cleaver",169
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","15.38%","Dread Knight",169
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","13.61%","Timeslither Pythoness",169
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","12.43%","Shackled Servant",169
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","6.51%","Portal Paladin",169
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","4.14%","Vigilant Ward",169
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","2.37%","Harbinger of Death",169
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","1.78%","Sentient Slime",169
"Bristle Woods Rift","Timewarp","Runic String","Rift Antiskele","35.35%","Carrion Medium",4521
"Bristle Woods Rift","Timewarp","Runic String","Rift Antiskele","27.36%","Chronomaster",4521
"Bristle Woods Rift","Timewarp","Runic String","Rift Antiskele","20.08%","Timeless Lich",4521
"Bristle Woods Rift","Timewarp","Runic String","Rift Antiskele","11.63%","Sentient Slime",4521
"Bristle Woods Rift","Timewarp","Runic String","Rift Antiskele","5.37%","Portal Paladin",4521
"Bristle Woods Rift","Timewarp","Runic String","Rift Antiskele","0.20%","Portal Pursuer",4521
"Bristle Woods Rift","Runic Laboratory","Ancient String","Rift Antiskele","30.29%","Timelost Thaumaturge",581
"Bristle Woods Rift","Runic Laboratory","Ancient String","Rift Antiskele","20.83%","Shackled Servant",581
"Bristle Woods Rift","Runic Laboratory","Ancient String","Rift Antiskele","19.97%","Vigilant Ward",581
"Bristle Woods Rift","Runic Laboratory","Ancient String","Rift Antiskele","10.67%","Sentient Slime",581
"Bristle Woods Rift","Runic Laboratory","Ancient String","Rift Antiskele","10.15%","Timeslither Pythoness",581
"Bristle Woods Rift","Runic Laboratory","Ancient String","Rift Antiskele","4.13%","Portal Paladin",581
"Bristle Woods Rift","Runic Laboratory","Ancient String","Rift Antiskele","3.61%","Harbinger of Death",581
"Bristle Woods Rift","Runic Laboratory","Ancient String","Rift Antiskele","0.34%","Portal Pursuer",581
"Bristle Woods Rift","Gearworks","Magical String","Rift Antiskele","24.79%","Record Keeper",121
"Bristle Woods Rift","Gearworks","Magical String","Rift Antiskele","20.66%","Record Keeper's Assistant",121
"Bristle Woods Rift","Gearworks","Magical String","Rift Antiskele","18.18%","Dread Knight",121
"Bristle Woods Rift","Gearworks","Magical String","Rift Antiskele","17.36%","Sentient Slime",121
"Bristle Woods Rift","Gearworks","Magical String","Rift Antiskele","6.61%","Portal Paladin",121
"Bristle Woods Rift","Gearworks","Magical String","Rift Antiskele","4.96%","Clockwork Timespinner",121
"Bristle Woods Rift","Gearworks","Magical String","Rift Antiskele","4.13%","Epoch Golem",121
"Bristle Woods Rift","Gearworks","Magical String","Rift Antiskele","3.31%","Portal Plunderer",121
"Bristle Woods Rift","Ancient Lab","Brie String","Rift Antiskele","41.98%","Clockwork Timespinner",393
"Bristle Woods Rift","Ancient Lab","Brie String","Rift Antiskele","40.97%","Portal Plunderer",393
"Bristle Woods Rift","Ancient Lab","Brie String","Rift Antiskele","7.12%","Record Keeper",393
"Bristle Woods Rift","Ancient Lab","Brie String","Rift Antiskele","4.58%","Portal Paladin",393
"Bristle Woods Rift","Ancient Lab","Brie String","Rift Antiskele","3.05%","Epoch Golem",393
"Bristle Woods Rift","Ancient Lab","Brie String","Rift Antiskele","1.27%","Dread Knight",393
"Bristle Woods Rift","Ancient Lab","Brie String","Rift Antiskele","0.76%","Sentient Slime",393
"Bristle Woods Rift","Ancient Lab","Brie String","Rift Antiskele","0.25%","Record Keeper's Assistant",393
"Bristle Woods Rift","Gearworks","Brie String","Rift Antiskele","26.81%","Record Keeper's Assistant",138
"Bristle Woods Rift","Gearworks","Brie String","Rift Antiskele","17.39%","Dread Knight",138
"Bristle Woods Rift","Gearworks","Brie String","Rift Antiskele","15.94%","Record Keeper",138
"Bristle Woods Rift","Gearworks","Brie String","Rift Antiskele","14.49%","Sentient Slime",138
"Bristle Woods Rift","Gearworks","Brie String","Rift Antiskele","9.42%","Portal Plunderer",138
"Bristle Woods Rift","Gearworks","Brie String","Rift Antiskele","9.42%","Portal Paladin",138
"Bristle Woods Rift","Gearworks","Brie String","Rift Antiskele","5.80%","Clockwork Timespinner",138
"Bristle Woods Rift","Gearworks","Brie String","Rift Antiskele","0.72%","Portal Pursuer",138
"Bristle Woods Rift","Hidden Treasury","Brie String","Rift Antiskele","46.72%","Portal Plunderer",137
"Bristle Woods Rift","Hidden Treasury","Brie String","Rift Antiskele","9.49%","Dread Knight",137
"Bristle Woods Rift","Hidden Treasury","Brie String","Rift Antiskele","8.76%","Carrion Medium",137
"Bristle Woods Rift","Hidden Treasury","Brie String","Rift Antiskele","8.03%","Timeless Lich",137
"Bristle Woods Rift","Hidden Treasury","Brie String","Rift Antiskele","7.30%","Timeslither Pythoness",137
"Bristle Woods Rift","Hidden Treasury","Brie String","Rift Antiskele","7.30%","Epoch Golem",137
"Bristle Woods Rift","Hidden Treasury","Brie String","Rift Antiskele","6.57%","Portal Paladin",137
"Bristle Woods Rift","Hidden Treasury","Brie String","Rift Antiskele","2.92%","Shackled Servant",137
"Bristle Woods Rift","Hidden Treasury","Brie String","Rift Antiskele","2.92%","Harbinger of Death",137
"Bristle Woods Rift","Lucky Tower","Brie String","Rift Antiskele","23.32%","Clockwork Timespinner",193
"Bristle Woods Rift","Lucky Tower","Brie String","Rift Antiskele","21.76%","Portal Plunderer",193
"Bristle Woods Rift","Lucky Tower","Brie String","Rift Antiskele","13.47%","Record Keeper",193
"Bristle Woods Rift","Lucky Tower","Brie String","Rift Antiskele","11.40%","Sentient Slime",193
"Bristle Woods Rift","Lucky Tower","Brie String","Rift Antiskele","10.88%","Record Keeper's Assistant",193
"Bristle Woods Rift","Lucky Tower","Brie String","Rift Antiskele","10.36%","Dread Knight",193
"Bristle Woods Rift","Lucky Tower","Brie String","Rift Antiskele","6.22%","Epoch Golem",193
"Bristle Woods Rift","Lucky Tower","Brie String","Rift Antiskele","2.07%","Portal Paladin",193
"Bristle Woods Rift","Lucky Tower","Brie String","Rift Antiskele","0.52%","Harbinger of Death",193
