"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Gnawnia Rift","-","Nian Gao'da","-","4.27%","Excitable Electric",914
"Gnawnia Rift","-","Nian Gao'da","-","3.61%","Hurdle",914
"Gnawnia Rift","-","Nian Gao'da","-","3.50%","Winter Games",914
"Gnawnia Rift","-","Nian Gao'da","-","3.17%","Trampoline",914
"Gnawnia Rift","-","Nian Gao'da","-","3.06%","Spiritual Steel",914
"Gnawnia Rift","-","Nian Gao'da","-","2.74%","Dream Drifter",914
"Gnawnia Rift","-","Nian Gao'da","-","2.74%","Extreme Everysports",914
"Gnawnia Rift","-","Nian Gao'da","-","2.63%","Costumed Rooster",914
"Gnawnia Rift","-","Nian Gao'da","-","2.63%","Wealth",914
"Gnawnia Rift","-","Nian Gao'da","-","2.52%","Wave Racer",914
"Gnawnia Rift","-","Nian Gao'da","-","2.52%","Costumed Dragon",914
"Gnawnia Rift","-","Nian Gao'da","-","2.41%","Mighty Mole",914
"Gnawnia Rift","-","Nian Gao'da","-","2.41%","Costumed Snake",914
"Gnawnia Rift","-","Nian Gao'da","-","2.30%","Costumed Dog",914
"Gnawnia Rift","-","Nian Gao'da","-","2.30%","Costumed Horse",914
"Gnawnia Rift","-","Nian Gao'da","-","2.19%","Costumed Tiger",914
"Gnawnia Rift","-","Nian Gao'da","-","2.08%","Costumed Rabbit",914
"Gnawnia Rift","-","Nian Gao'da","-","2.08%","Costumed Monkey",914
"Gnawnia Rift","-","Nian Gao'da","-","1.97%","Costumed Sheep",914
"Gnawnia Rift","-","Nian Gao'da","-","1.86%","Agitated Gentle Giant",914
"Gnawnia Rift","-","Nian Gao'da","-","1.53%","Shard Centurion",914
"Gnawnia Rift","-","Nian Gao'da","-","1.20%","Raw Diamond",914
"Gnawnia Rift","-","Nian Gao'da","-","1.09%","Cyborg",914
"Fungal Cavern","-","Nian Gao'da","-","18.25%","Lunar Red Candle Maker",2110
"Fungal Cavern","-","Nian Gao'da","-","8.48%","Nightshade Masquerade",2110
"Fungal Cavern","-","Nian Gao'da","-","8.01%","Calligraphy",2110
"Fungal Cavern","-","Nian Gao'da","-","5.97%","Red Envelope",2110
"Fungal Cavern","-","Nian Gao'da","-","5.83%","Dumpling Chef",2110
"Fungal Cavern","-","Nian Gao'da","-","4.22%","Hurdle",2110
"Fungal Cavern","-","Nian Gao'da","-","3.08%","Costumed Snake",2110
"Fungal Cavern","-","Nian Gao'da","-","3.08%","Extreme Everysports",2110
"Fungal Cavern","-","Nian Gao'da","-","3.03%","Costumed Dragon",2110
"Fungal Cavern","-","Nian Gao'da","-","3.03%","Crag Elder",2110
"Fungal Cavern","-","Nian Gao'da","-","2.94%","Costumed Dog",2110
"Fungal Cavern","-","Nian Gao'da","-","2.84%","Dirt Thing",2110
"Fungal Cavern","-","Nian Gao'da","-","2.65%","Costumed Monkey",2110
"Fungal Cavern","-","Nian Gao'da","-","2.65%","Costumed Tiger",2110
"Fungal Cavern","-","Nian Gao'da","-","2.61%","Floating Spore",2110
"Fungal Cavern","-","Nian Gao'da","-","2.61%","Costumed Rooster",2110
"Fungal Cavern","-","Nian Gao'da","-","2.56%","Costumed Horse",2110
"Fungal Cavern","-","Nian Gao'da","-","2.56%","Wave Racer",2110
"Fungal Cavern","-","Nian Gao'da","-","2.46%","Costumed Sheep",2110
"Fungal Cavern","-","Nian Gao'da","-","2.46%","Winter Games",2110
"Fungal Cavern","-","Nian Gao'da","-","2.27%","Costumed Rabbit",2110
"Fungal Cavern","-","Nian Gao'da","-","2.23%","Trampoline",2110
"Fungal Cavern","-","Nian Gao'da","-","2.18%","Crystalline Slasher",2110
"Fungal Cavern","-","Nian Gao'da","-","1.14%","Quillback",2110
"Fungal Cavern","-","Nian Gao'da","-","1.00%","Funglore",2110
"Fungal Cavern","-","Nian Gao'da","-","0.85%","Mushroom Sprite",2110
"Fungal Cavern","-","Nian Gao'da","-","0.62%","Mush",2110
"Fungal Cavern","-","Nian Gao'da","-","0.38%","Lumahead",2110
"Moussu Picchu","-","Nian Gao'da","-","18.92%","Lunar Red Candle Maker",1152
"Moussu Picchu","-","Nian Gao'da","-","7.99%","Red Envelope",1152
"Moussu Picchu","-","Nian Gao'da","-","7.03%","Calligraphy",1152
"Moussu Picchu","-","Nian Gao'da","-","6.42%","Dumpling Chef",1152
"Moussu Picchu","-","Nian Gao'da","-","4.86%","Spore Salesman",1152
"Moussu Picchu","-","Nian Gao'da","-","4.34%","Homeopathic Apothecary",1152
"Moussu Picchu","-","Nian Gao'da","-","3.82%","Windy Farmer",1152
"Moussu Picchu","-","Nian Gao'da","-","3.65%","Breeze Borrower",1152
"Moussu Picchu","-","Nian Gao'da","-","3.47%","Cloud Collector",1152
"Moussu Picchu","-","Nian Gao'da","-","3.30%","Nightshade Maiden",1152
"Moussu Picchu","-","Nian Gao'da","-","3.04%","Costumed Monkey",1152
"Moussu Picchu","-","Nian Gao'da","-","2.95%","Costumed Rabbit",1152
"Moussu Picchu","-","Nian Gao'da","-","2.69%","Nightshade Flower Girl",1152
"Moussu Picchu","-","Nian Gao'da","-","2.34%","Costumed Snake",1152
"Moussu Picchu","-","Nian Gao'da","-","2.34%","Costumed Dog",1152
"Moussu Picchu","-","Nian Gao'da","-","2.26%","Costumed Rooster",1152
"Moussu Picchu","-","Nian Gao'da","-","2.26%","Costumed Tiger",1152
"Moussu Picchu","-","Nian Gao'da","-","2.17%","Costumed Dragon",1152
"Moussu Picchu","-","Nian Gao'da","-","2.00%","Costumed Sheep",1152
"Moussu Picchu","-","Nian Gao'da","-","1.91%","Costumed Horse",1152
"Moussu Picchu","-","Nian Gao'da","-","1.91%","Rainwater Purifier",1152
"Moussu Picchu","-","Nian Gao'da","-","0.26%","Nightshade Masquerade",1152
