"Location","Phase","Trap","Base","Cheese","Charm","Mouse","Loot","Qty","Sample"
"Moussu Picchu","-","-","-","-","-","Nightshade Maiden","Lunar Lantern Candle",1,54
"Moussu Picchu","-","-","-","-","-","Rainwater Purifier","Dumpling Cheese",0.6639175257731958,485
"Moussu Picchu","-","-","-","-","-","Spore Salesman","Dumpling Cheese",0.3143712574850299,334
"Moussu Picchu","-","-","-","-","-","Windy Farmer","Dumpling Cheese",0.47368421052631576,494
"Moussu Picchu","-","-","-","-","-","Wind Watcher","Dumpling Cheese",0.9347826086956522,92
"Moussu Picchu","-","-","-","-","-","Charming Chimer","Dumpling Cheese",0.9629629629629629,54
"Moussu Picchu","-","-","-","-","-","Fluttering Flutist","Dumpling Cheese",0.6126126126126126,111
"Moussu Picchu","-","-","-","-","-","Cycloness","Dumpling Cheese",0.7827868852459017,244
"Moussu Picchu","-","-","-","-","-","Wind Warrior","Dumpling Cheese",0.9214659685863874,191
"Moussu Picchu","-","-","-","-","-","Rain Collector","Dumpling Cheese",0.75,44
"Moussu Picchu","-","-","-","-","-","Rain Wallower","Dumpling Cheese",0.9038461538461539,52
"Moussu Picchu","-","-","-","-","-","Rain Summoner","Dumpling Cheese",0.9320388349514563,103
"Moussu Picchu","-","-","-","-","-","Monsoon Maker","Dumpling Cheese",0.7608695652173914,230
"Moussu Picchu","-","-","-","-","-","Rainmancer","Dumpling Cheese",0.875968992248062,258
"Moussu Picchu","-","-","-","-","-","Thunder Strike","Dumpling Cheese",0.9148936170212766,47
"Moussu Picchu","-","-","-","-","-","Violet Stormchild","Dumpling Cheese",0.8571428571428571,35
"Moussu Picchu","-","-","-","-","-","Thunderlord","Dumpling Cheese",0.711864406779661,118
"Moussu Picchu","-","-","-","-","-","Thundering Watcher","Dumpling Cheese",0.9142011834319527,338
"Moussu Picchu","-","-","-","-","-","Dragoon","Dumpling Cheese",0.8421052631578947,19
"Moussu Picchu","-","-","-","-","-","Ful'Mina, The Mountain Queen","Dumpling Cheese",0.8282184137106416,2509
